55011|1|PS-PERIMETER_START|AA-ASH_LAYER|7010|A4|70310|D||KIS10|||01030000207C7F00000100000006000000E21CAC1EDA942641035D372B4FBC49418A32270BDA942641C1AF5EC74FBC4941BB1EA402D8942641C1AF5EC74FBC4941BB1EA402D8942641035D372B4FBC4941BB1EA402D8942641035D372B4FBC4941E21CAC1EDA942641035D372B4FBC4941|13
55012|1|PS-PERIMETER_START|TL-TOP_SOIL|7011|C4|70410|D||KIS10|1.53|1.5|01030000A07C7F0000010000000500000057927E6BD9942641F4177A1D4ABC49419C01617056B29640B63E5989D99426415EE27E9C4CBC4941539265E89EB2964001AAF2D2E3942641C57F70984CBC4941FFE0709C67AF9640FEC9087DE3942641AEAC7E194ABC4941E647443C0EAF964057927E6BD9942641F4177A1D4ABC49419C01617056B29640|14
55013|2|PS-PERIMETER_START|SU-SURFACE|7012|A2|70410|D||KIS10|1.53|1.5|01030000A07C7F00000100000005000000DA8530F0C6942641791CAB1D4FBC4941ED518652DEB2964020097FB3C59426418B485E9751BC4941842D2E0148B19640FB6D99A9CF94264109C215CB51BC49413EE5869280B19640A0D8F1AECF9426414C9F67294FBC4941D9495046C2B29640DA8530F0C6942641791CAB1D4FBC4941ED518652DEB29640|15
55014|3|PS-PERIMETER_START|FI-FILL|7013|B3|70410|D||KIS10|1.53|1.5|01030000A07C7F0000010000000500000096C20FD4D0942641BC3BD78E4CBC4941A41C0119ECB39640A86274C8CF94264178561CB94EBC49415DEBD335FDB2964012C2A331D99426419F58A7AC4EBC4941752FA8159CB29640C595CC8CD9942641F18A3B9E4CBC4941368D00BE9CB2964096C20FD4D0942641BC3BD78E4CBC4941A41C0119ECB39640|16
55015|1|PS-PERIMETER_START|SU-SURFACE|7015|B3|70510|D||KIS10|1.551|1.5|01030000A07C7F00000100000005000000B49F39FFD0942641D47D00B94CBC49411F39F772DBB1964001DBC1CCD0942641D3C2C08D4EBC49418531058E3EB19640656B01FCD8942641C185E1854EBC49412CE13060DCB19640A66B1E24D9942641972DA3CE4CBC494185BD5E5881B19640B49F39FFD0942641D47D00B94CBC49411F39F772DBB19640|17
55016|2|PS-PERIMETER_START|SU-SURFACE|7016|C4|70510|D||KIS10|1.551|1.5|01030000207C7F00000100000005000000A30A7711DA94264118456A454ABC49415E192BCCD9942641EEC792884CBC494144A99C18E494264120A8648B4CBC4941D5077145E39426410F924F2B4ABC4941A30A7711DA94264118456A454ABC4941|18
55017|3|PS-PERIMETER_START|SU-SURFACE|7017|A1|70510|D||KIS10|1.551|1.5|01030000A07C7F00000100000005000000342AF44AC39426413FBE294A4FBC49412447F90B6EB09640D18F4C0EBC94264187D569464FBC494193AE89E366AF96408A45C203BC94264188D4596951BC4941CDF728AC26AE964007EAD65FC394264122B8DB7C51BC49419BF61DD7F6AF9640342AF44AC39426413FBE294A4FBC49412447F90B6EB09640|19
55018|4|PS-PERIMETER_START|TL-TOP_SOIL|7018|A3|70510|D||KIS10|1.551|1.5|01030000207C7F00000100000006000000F5A74391D094264178E68AFE50BC49416D4958B9CF942641CA2F280251BC4941AFE519CACF942641471E88CA51BC49415EFAF25DD2942641510F76C351BC4941E27B8063D29426419C97A16251BC4941F5A74391D094264178E68AFE50BC4941|20
55019|5|PS-PERIMETER_START|TL-TOP_SOIL|7019|A3|70510|D||KIS10|1.551|1.5|01030000207C7F00000100000005000000493193EDD094264188AA9AF44FBC4941C1CD7FC5CF942641D66EBBF34FBC4941E38DA5C6CF9426417F5E0E824FBC49417BA314E2D0942641F20C1A844FBC4941493193EDD094264188AA9AF44FBC4941|21
55020|1|PS-PERIMETER_START|FI-FILL|7021|B3|70610|D||KIS10|1.493|1.486|01030000A07C7F0000010000000500000037EF49E3D0942641950D6B8E4EBC494144ADA5D3DAB09640C330FD52D994264174232C8C4EBC4941D363AC9676B1964014E4EB15D99426415E807DD74CBC4941A52BF37605B19640854E7CCBD19426417813D7C34CBC4941F36D16771AB1964037EF49E3D0942641950D6B8E4EBC494144ADA5D3DAB09640|22
55021|1|PS-PERIMETER_START|SU-SURFACE|7022|A3|70710|D||KIS10|1.493|1.486|01030000207C7F00000100000006000000B890F7B6CF94264119F09B0151BC49414ED367FFCF942641817B9EA551BC4941FDEADC88D4942641F4E38AB151BC4941F76DB150D4942641BB8A7B5451BC4941DE82B6D6D09426417B72031351BC4941B890F7B6CF94264119F09B0151BC4941|23
55022|2|PS-PERIMETER_START|SU-SURFACE|7023|A3|70710|D||KIS10|1.493|1.486|01030000A07C7F00000100000005000000D3FAB62FD3942641CF28021E4FBC4941A021A8CA10B29640CE2D7C5ED29426419C8BBF414FBC4941B10DC2BFE6B19640509054E8CF94264109FEB7E34FBC49415AF8BF41C7B09640FE24A1F3CF942641503A91434FBC49414CDE8924A0B19640D3FAB62FD3942641CF28021E4FBC4941A021A8CA10B29640|24
55023|3|PS-PERIMETER_START|FI-FILL|7024|B3|70710|D||KIS10|1.493|1.486|01030000A07C7F00000100000005000000A845127BD194264143F3EFBA4CBC49417749DF562BB196404FAB8D00D194264182E101914EBC494167086FE2C7B096408B046C1ED99426417ABF768B4EBC4941AAC777166FB1964067EA5C12D99426416861AAD94CBC49418308579100B19640A845127BD194264143F3EFBA4CBC49417749DF562BB19640|25
55024|4|PS-PERIMETER_START|SU-SURFACE|7025|B2|70710|D||KIS10|1.493|1.486|01030000A07C7F00000100000005000000C09C13B2C7942641E07AB9CF4CBC4941AEB37C01A0B29640D4639D98C794264144EE33964EBC494180B4E78975B19640CCAF493FCF9426413B0CF78C4EBC49412216277ADDB196402EEAEEA3CC94264158D647F74CBC49413FABF136DFB19640C09C13B2C7942641E07AB9CF4CBC4941AEB37C01A0B29640|26
55025|5|PS-PERIMETER_START|FI-FILL|7026|A1|70710|D||KIS10|1.493|1.486|01030000A07C7F000001000000050000004D94CE33C39426418377A84F4FBC4941A4E97E5A4AB09640C9F862CDBC94264137D8403F4FBC4941E19DDE36E5AF96403E7A60DDBB942641FD56A18E51BC4941F3BC0F980AAE9640B14BB75BC3942641C99FB97F51BC49411079B55E0DB096404D94CE33C39426418377A84F4FBC4941A4E97E5A4AB09640|27
55026|6|PS-PERIMETER_START|FI-FILL|7020|B4|70710|D||KIS10|1.493|1.486|01030000A07C7F000001000000050000009E612897D994264156B4DEBF4CBC4941A4A4377FB0B19640BAF007F8D994264149DBF8834EBC49419790669F65B1964061D46244E394264187BDF5944EBC4941AEA4BD4BCDAF96401EA07FB1E2942641E00CA3CA4CBC4941C4828CD2C3AF96409E612897D994264156B4DEBF4CBC4941A4A4377FB0B19640|28
55027|1|PS-PERIMETER_START|FI-FILL|7027|A2|70810|D||KIS10|1.493|1.486|01030000A07C7F0000010000000500000017829855C79426417F129F454FBC4941823173E1F4AF96401C35D3CFC794264142FF4E7A51BC49412CE89FDB09B09640B2078356D1942641F55267C251BC4941C5D7D9BB2FB19640D67EDFF9D0942641DCF467504FBC494167265FA3DBB0964017829855C79426417F129F454FBC4941823173E1F4AF9640|29
55028|2|PS-PERIMETER_START|FI-FILL|7028|C3|70810|D||KIS10|1.493|1.486|01030000A07C7F0000010000000700000022776C15D99426413C39F9334ABC4941B35BDC2288B296403A2A5072D0942641F313184B4ABC4941D330741CBCB396409129BC1DD19426417F202F074CBC4941D69A4FDDB3B3964081135D7DD4942641CF9B2F0F4CBC4941291E2F9640B3964005D338B1D4942641CB4C69974CBC4941AB615D228DB396405BBE0540D9942641CA4E3FA94CBC4941591A2F8EA2B2964022776C15D99426413C39F9334ABC4941B35BDC2288B29640|30
55029|3|PS-PERIMETER_START|FI-FILL|7029|B3|70810|D||KIS10|1.493|1.486|01030000A07C7F000001000000050000008E588B2DD1942641B4AA25B74CBC4941F63625347BB19640FA812712D1942641781DBB8B4EBC4941C46524612DB096403DBB7C4FD9942641DEF071814EBC4941B0284B8265B196406A961578D9942641F44D9ABD4CBC4941E1B040F5ADB196408E588B2DD1942641B4AA25B74CBC4941F63625347BB19640|31
55030|4|PS-PERIMETER_START|FI-FILL|7030|C4|70810|D||KIS10|1.493|1.486|01030000A07C7F00000100000005000000A5B020BFD9942641C3ABF6134BBC4941D7C0EBB6BBB096405D916FDFD994264116F3188E4CBC4941D9BE183207B19640BE469AF1E294264115EC75864CBC49419466832DE0AE964074AB5200E29426418BA94F3B4BBC4941E79551BED9AE9640A5B020BFD9942641C3ABF6134BBC4941D7C0EBB6BBB09640|32
55031|1|PS-PERIMETER_START|FI-FILL|7031|B2|071210|D||KIS10|1.567|1.486|01030000A07C7F00000100000005000000E21A0210C8942641C604EB8F4CBC494137571B4C8CB29640530A78DFC79426419C0766CB4DBC4941000DB7873CB196407C037AEACC942641396403A34DBC4941206C908415B29640AABDA195CC942641A69BC4054DBC4941F1391E9551B19640E21A0210C8942641C604EB8F4CBC494137571B4C8CB29640|33
55032|2|PS-PERIMETER_START|FI-FILL|7032|B2|071210|D||KIS10|1.567|1.486|01030000A07C7F00000100000005000000E7DE2640DA942641AC59C22B4BBC494129038C1124B09640C5B7246FDA9426416E556D904CBC4941B3BC7DE640B0964093899D69E09426413BC5AA974CBC49411A2BACBA25AF96406A2D0EF9DF94264122742B304BBC49410DC0696ECDAE9640E7DE2640DA942641AC59C22B4BBC494129038C1124B09640|34
55033|1|PS-PERIMETER_START|FI-FILL|7033|B2|071310|D||KIS10|1.625|1.486|01030000A07C7F00000100000006000000562AEA66C794264188D51F024EBC4941CA13633D0BB196402EB6207EC79426415747E9984EBC49410F1EDB262CB19640CAC1AE44D094264188B773914EBC4941A2607E1A33B1964035611C34D094264130174C094EBC4941254D9E1B3CB19640E96F1934D0942641A5F44C094EBC49413E6090873CB19640562AEA66C794264188D51F024EBC4941CA13633D0BB19640|35
55035|2|PS-PERIMETER_START|FI-FILL|7034|B4|071310|D||KIS10|1.625|1.486|01030000A07C7F00000100000005000000C5609369DA94264130794DF44CBC49419DBDCBF6B4B096402BEB8A71D99426411E1A16804EBC49415824B2BFE0B096408F8E8A03E3942641C0C52F6F4EBC49419AD874EB63AF96409CEEC82AE2942641FE3A81CD4CBC4941A613FB5626B09640C5609369DA94264130794DF44CBC49419DBDCBF6B4B09640|36
55036|3|PS-PERIMETER_START|FI-FILL|7035|C3|071310|D||KIS10|1.625|1.486|01030000A07C7F00000100000007000000F921A1CFD89426411503244D4ABC4941C1C48A9725B29640C66F86DCD09426417D76C0784ABC4941C8A97EE63FB3964085C86DAED0942641939279DD4BBC4941869F965FC7B296402E168E09D594264177E79AEE4BBC4941524C3F9895B296406FDCBDA5D5942641BF2F89A24CBC4941EE42797B49B2964074CB71EDD8942641040AABA24CBC4941C1371B1CE1B19640F921A1CFD89426411503244D4ABC4941C1C48A9725B29640|37
55037|1|PS-PERIMETER_START|PL-PLASTER|7036|B2|071410|D||KIS10|1.431|1.486|01030000A07C7F00000100000005000000736E6EFDC7942641CE86A1DC4CBC4941B743E34B4AB09640C46FF1EDC7942641130B7CB94DBC4941475A9A7A75B09640C117CB11CD94264160D916994DBC494140F5036661B096406EE3AA51CC942641853A51FA4CBC49415B9F1D2860B19640736E6EFDC7942641CE86A1DC4CBC4941B743E34B4AB09640|38
55038|2|PS-PERIMETER_START|PL-PLASTER|7037|C4|071410|D||KIS10|1.431|1.486|01030000A07C7F00000100000005000000A268583BDA9426417A8EC8474BBC494104D2D6ADF7AE9640D32105F3D994264100D75F7F4CBC4941F472A0D3BEAF964060875A8CE094264103B683854CBC494118367A2119AF964083CAF0E8DF942641D283CC324BBC4941AC45FCEDC8AE9640A268583BDA9426417A8EC8474BBC494104D2D6ADF7AE9640|39
55039|3|PS-PERIMETER_START|FI-FILL|7038|A2|071410|D||KIS10|1.431|1.486|01030000A07C7F0000010000000500000084190969C7942641B445881450BC49413BB1A2DDD5AF9640DBCCB675CF9426413284ADE050BC49419423AFD2B3AF9640C3578585CB9426416F57F96F51BC4941CFD8BBE995AF964003722E04CC94264145C5EE0B50BC4941D3F114926FAE964084190969C7942641B445881450BC49413BB1A2DDD5AF9640|40
55040|4|PS-PERIMETER_START|FI-FILL|7039|A2|071410|D||KIS10|1.431|1.486|01030000A07C7F000001000000050000005B4B9689C7942641B87361574FBC494131F46077E3AE9640CF196A93C79426417DB669C34FBC4941DDC565E8F6AE9640496FB0FCCF9426410A325DA44FBC494138537E2141AF9640C98AE9EDCF942641BB021B494FBC49415DF5435F6DAF96405B4B9689C7942641B87361574FBC494131F46077E3AE9640|41
55041|5|PS-PERIMETER_START|FI-FILL|7040|A2|071410|D||KIS10|1.431|1.486|01030000A07C7F000001000000050000009B9A1D7CCD942641EC72A5F84FBC4941B80175C43EAF9640BD921E1FCD94264129C3025951BC494123145C6644AF9640C5993612D0942641334C124651BC49412CF987CD59AF964056A96EAACF94264189A4CCD94FBC49419B1452FE3AAF96409B9A1D7CCD942641EC72A5F84FBC4941B80175C43EAF9640|42
55042|6|PS-PERIMETER_START|FI-FILL|7041|A1|071410|D||KIS10|1.431|1.486|01030000A07C7F000001000000050000009B99706CBF942641737E2F5F4FBC494162E5FB59ABAE9640375C1E48BF942641FC74972F51BC494159F08DA6C1AD9640D837E6B3C29426416C24091451BC49415D74F38208AE964021DAF92AC3942641BD6A0A734FBC4941A88F64F802AF96409B99706CBF942641737E2F5F4FBC494162E5FB59ABAE9640|43
55043|1|PS-PERIMETER_START|FI-FILL|7042|C4|071510|D||KIS10|1.415|1.486|01030000A07C7F00000100000005000000167CE4FED9942641C9FBDD874CBC4941CE4EB3B561AE96408FFE7651DA942641E14AD1934CBC494191A049793DAE96403541166CE0942641D44A7C624CBC4941B0C8415E12AE9640452A8CEFDF9426416FDE93324BBC49416516D85DEAAD9640167CE4FED9942641C9FBDD874CBC4941CE4EB3B561AE9640|44
55044|1|FI-FILL|PL-PLASTER|7045|A1|071910|D||KIS10|1.483|1.486|01030000A07C7F00000100000005000000EAA40806BF942641C8EC2C644FBC494194BA329918AE96408379D954BF94264134E0873151BC4941E397E025BDAD9640F84AE6ADC29426419051F91F51BC49416A634B1BACAD9640FFA97E56C39426418C84B66D4FBC49411DA76912CBAE9640EAA40806BF942641C8EC2C644FBC494194BA329918AE9640|45
55045|2|SU-SURFACE|MD-MUDBRICK_FILL|7046|B4|071910|D||KIS10|1.483|1.486|01030000A07C7F00000100000005000000E342F561DA942641226FB9AA4CBC4941B0B665A5D4AE96401F7E6158D99426411C6F3C674EBC494133962B6B19AF96407086D13CE0942641E50412804EBC4941E60B8CCB11AF964034663353E094264106B012954CBC494109C09D1649AE9640E342F561DA942641226FB9AA4CBC4941B0B665A5D4AE9640|46
55046|3|SU-SURFACE|SU-SURFACE|7047|C3|071910|D||KIS10|1.483|1.486|01030000A07C7F000001000000070000006842EE11D1942641AD41A9904ABC4941EAFA8DD038B196403F92CC43D1942641D88008D34BBC49414EA011EE1EB196401F2E7B6AD5942641A26C80EE4BBC4941A901EFD2DFB096405783C503D694264129D604834CBC49415C39E34A81B19640FA0261F2D89426414773649D4CBC49415FCB695F21B19640D707C4E3D79426413F98CA654ABC494135086F27F8B096406842EE11D1942641AD41A9904ABC4941EAFA8DD038B19640|47
55047|1|FI-FILL|FI-FILL|7048|C4|072010|D||KIS10|1.427|1.486|01030000A07C7F00000100000005000000610D822CDA942641563F80514BBC49415F2CB069F5AD964070559FF8D99426411BB0F5914BBC494113DF65939CAD96400CB96BE6DF942641513FB9764BBC4941130523C42CAE9640F16B7FDEDF942641FA97A4304BBC4941E8A52994DBAD9640610D822CDA942641563F80514BBC49415F2CB069F5AD9640|48
55048|2|FI-FILL|FI-FILL|7049|B2|072010|D||KIS10|1.427|1.486|01030000A07C7F00000100000005000000E974078AC7942641A0C211144EBC49411A25D6034CAF964030AC4D9BC7942641B6B354964EBC4941A146572966AF9640CA914AD4CD942641B6E33C924EBC494100CDEB0232AF9640AFC14EFFCD942641D27B19F94DBC4941C3425AD815AF9640E974078AC7942641A0C211144EBC49411A25D6034CAF9640|49
55049|3|FI-FILL|FI-FILL|7050|B2|072010|D||KIS10|1.427|1.486|01030000A07C7F000001000000050000005CE84A60C89426418703D7FF4CBC4941D740034167AE964013E7B0DEC89426414AE8D3C44DBC49410F37520036AE96404D3E87A9CC94264197A4D7994DBC4941FAED82B82FAD96406AE93C9CCC942641E88F1FFE4CBC4941539E29CE5EAD96405CE84A60C89426418703D7FF4CBC4941D740034167AE9640|50
55051|5|FI-FILL|FI-FILL|7051|B3|072010|D||KIS10|1.427|1.486|01030000A07C7F00000100000008000000FDBBC2D5D19426414850FCE34DBC494145C62E476FAF96402FB5CEE3CD942641CD727E934EBC4941333552FD2AAF9640F25A6CF7D39426413601867E4EBC494181F1B7F524AF96402B3620CFD39426419AFA8A154DBC49419AC1AA86FCAE9640B1329EA9D1942641AE6D40294DBC49414DA76C859AAF9640722DDECAD194264186AC6EEF4DBC494164FB52784AAF9640085DDBCAD1942641DCA96FEF4DBC4941F23416954AAF9640FDBBC2D5D19426414850FCE34DBC494145C62E476FAF9640|51
55052|6|FI-FILL|FI-FILL|7052|B3|072010|D||KIS10|1.427|1.486|01030000A07C7F0000010000000500000066C5688ED49426418C8BFEFE4CBC4941952C2432DEAE9640843C8A42D594264129D42E784EBC4941937CD2B56AAE9640DD43C283D7942641F9A7AF674EBC49415F17CAB582AE9640D2BD3515D89426410A5C68004DBC494127BCCE8FF7AE964066C5688ED49426418C8BFEFE4CBC4941952C2432DEAE9640|52
55053|1|FI-FILL|FI-FILL|7053|C3|702110|D||KIS10|1.464|1.486|01030000A07C7F00000100000009000000685A418BD49426419D46FFCE4BBC4941498E7BC000AF9640211FD394D5942641CB1AABE74BBC494123CE152DA2AF964096EA239AD5942641CC4C1FAF4CBC4941AD8A29BEF8AE9640FBC95AFDD9942641D5DB559F4CBC4941CB996FF9A8AE9640BD91F597D994264158CC63464BBC4941D959274048AF96407DA55E25D8942641A6F4A7464BBC4941ECD214B7D7AE964090DECBD0D7942641A2B60D7A4ABC4941CB838778E6AF9640692CED6ED4942641C5C727814ABC494130FF85037EAF9640685A418BD49426419D46FFCE4BBC4941498E7BC000AF9640|53
55054|1|FI-FILL|FI-FILL|7054|A1|072210|D||KIS10|1.466|1.486|01030000A07C7F000001000000070000001984450BBF94264196CD1C6C4FBC49412C316F8FE3AD9640064AC8A7BF942641D2A5243451BC494164AE90E2FDAB964097F5AC8BC2942641F2FCB32051BC494129A2EDBCF9AC9640BD2DA287C2942641AA6807DF4FBC494146E5ABC7CEAD964090882937C394264183520FCB4FBC494118E7359748AE9640597EC731C3942641888961724FBC494156921D5CADAD96401984450BBF94264196CD1C6C4FBC49412C316F8FE3AD9640|54
55055|2|FI-FILL|FI-FILL|7055|A2|072210|D||KIS10|1.466|1.486|01030000A07C7F00000100000005000000B7A43817C89426414A29E84150BC49414E26FA75C2AD96403BFDA032C89426415CE7DF1951BC494192F84680BEAD9640C7315077CB942641706C2C2C51BC4941BD12548EE1AD96409E810DBFCB9426411B4CC30850BC494115E2392EEBAD9640B7A43817C89426414A29E84150BC49414E26FA75C2AD9640|55
55056|3|FI-FILL|FI-FILL|7058|B3,B4,C3,C4|072210|D||KIS10|1.466|1.486|01030000A07C7F00000100000005000000C592CD9ED4942641CD04C3954BBC49419BB4A024E8AD9640F6C53146D5942641495D7C7C4EBC494108ADCB95D0AD9640A1BD97ECDF942641F4098F704EBC4941A9013C863AAE9640EF75EF08E0942641CB7D17A94BBC4941105F336B3CAD9640C592CD9ED4942641CD04C3954BBC49419BB4A024E8AD9640|56
55057|4|FI-FILL|FI-FILL|7059|C3|072210|D||KIS10|1.466|1.486|01030000A07C7F00000100000005000000ACE5ADA0D494264172874DA14ABC4941A3D33AFB4AAD964018BCE0ACD49426411E238F854BBC4941C6B57F7814AD9640533B890DD89426414D6A68824BBC49415639B53669AD96403D54C7BCD794264173A9009F4ABC4941A10F432049AD9640ACE5ADA0D494264172874DA14ABC4941A3D33AFB4AAD9640|57
55058|5|FI-FILL|FI-FILL|7060|B2|072210|D||KIS10|1.466|1.486|01030000A07C7F0000010000000500000093E30C93C794264110CF6D1B4EBC4941C76D03D960AE9640CDDC6CB5C794264135E95B974EBC4941E1A23AEDC2AE9640CCDB2AD5D1942641E3981B8E4EBC494151EB657339AE964054A4A9B5D19426414E0EFAF34DBC4941A1922B1F35AE964093E30C93C794264110CF6D1B4EBC4941C76D03D960AE9640|58
55059|6|FI-FILL|FI-FILL|7061|B3|072210|D||KIS10|1.466|1.486|01030000A07C7F0000010000000500000022AD6BCBD19426415962AF014DBC49417630A14C3FAE964011E8A729D294264115E1CB8B4EBC494194A9FBA94AAE9640BE74492DD494264143345F7C4EBC49416A234F38C9AD9640F4B305DCD3942641229E36EE4CBC49418810380AFDAD964022AD6BCBD19426415962AF014DBC49417630A14C3FAE9640|59
55060|1|PS-PERIMETER_START|AS-ASHFILL_AS-ASHFILL_AS-ASHFILL|7062|A2|072510|D||KIS10|1.459|1.486|01030000A07C7F000001000000050000005BF9FAD8C7942641226C780950BC49411D62D339A2AC964069A2B690C89426415D71CC1651BC4941D288390B77AC964076E705AFCB94264116342D1C51BC4941AA468361FFAC9640017897B1CB942641D965530950BC49415ECD06849EAC96405BF9FAD8C7942641226C780950BC49411D62D339A2AC9640|60
55061|1|FI-FILL|FI-FILL|7077|B2|072610|D||KIS10|1.439|1.486|01030000A07C7F0000010000000500000075CBAB20CE9426417BA2EB404CBC49410E280CEC1FAF964009D4CD27CE942641E5E7D09D4DBC49415534C1AC44AF96402D1B63A6D094264168CEFA8F4DBC4941E57CDA2D9FB09640D212F105D0942641D360BF484CBC49416F64683D85AF964075CBAB20CE9426417BA2EB404CBC49410E280CEC1FAF9640|61
55062|2|PS-PERIMETER_START|WA-WALL|7063|B4,C4|072610|D||KIS10|1.439|1.486|01030000A07C7F000001000000050000007026A6C1DF9426410AF8356A4ABC49419DE220C135B1964027403D71E094264170E591884EBC4941FDA5E955ABB096402E4655A4E1942641147F6F8B4EBC494168E2C0DC0BB096407E120ADDE0942641CE4CD57C4ABC494111D5E56234B196407026A6C1DF9426410AF8356A4ABC49419DE220C135B19640|62
55063|3|AA-ASH_LAYER|AA-ASH_LAYER_AS-ASHFILL|7064|C4,C3|072610|D||KIS10|1.439|1.486|01030000A07C7F00000100000005000000377DC980DF942641BEC74FCD4ABC494192E8ACE95FB09640CFFB183AD8942641186BC9EB4ABC4941F855107668B19640D3DC2B1BD89426416B8EBD3D4BBC494144EA9EBECEAF964065920D63DF9426415B5606274BBC4941DD02FDCDC8B09640377DC980DF942641BEC74FCD4ABC494192E8ACE95FB09640|63
55064|4|PS-PERIMETER_START|WA-WALL|7065|C4,C3|072610|D||KIS10|1.439|1.486|01030000A07C7F0000010000000500000055EDE4F3DF94264195BB2A7B4BBC4941248E60D65DAE9640935D402ED89426412868EE964BBC49418A5B86B1F8AE964088B49534D8942641D12005AF4BBC49415461D605DBAE9640428A09F5DF942641F52224984BBC4941AF2BCCD49DAE964055EDE4F3DF94264195BB2A7B4BBC4941248E60D65DAE9640|64
55065|5|PS-PERIMETER_START|WA-WALL|7066|C3,B3|072610|D||KIS10|1.439|1.486|01030000A07C7F00000100000005000000F468914AD394264145FA487E4ABC4941C58B2B8DDEAF96403D5C1743D49426416D1ADB3D4EBC494146C3919FEBAF9640F93D5E14D59426414402A13F4EBC494155BAE90694AF9640462B10EED3942641F3EA777B4ABC49411F01427DFCAF9640F468914AD394264145FA487E4ABC4941C58B2B8DDEAF9640|65
55066|6|PS-PERIMETER_START|WA-WALL|7067|B3|072610|D||KIS10|1.439|1.486|01030000A07C7F00000100000007000000F8237FF9CF9426415B785E264CBC4941CBFCE542E5B196405EC047CED09426417037D2984DBC4941DB9B977F95B29640A6E87179CF94264148A302A74DBC4941B71325D8CBB2964095A9D58FCF942641E0D2D6E34DBC4941B459F5B9DAB29640C7207F9CD19426416A60F5D84DBC49413B492ABB56B396407DB989D3D09426416496981B4CBC494192B500D0A3B39640F8237FF9CF9426415B785E264CBC4941CBFCE542E5B19640|66
